"Case#","Date","Time","Description","Location","Date_Time","Notes","Hour","Minute","Year","Time_Numeric","Type"
"220019","2022 01 21","2131","Suspicious Person/Activities/Circumstances","Botsford Drive",2022-01-21 21:31:00,"Notes: A CSO on vehicle patrol was driving east on Botsford Drive when they were flagged down by a Reed staff member who pointed out that a Reed owned van had its gas tank door open. The CSO observed that the gas tank door does not lock and could easily have been opened by anyone. There appeared to be no other signs of tampering. The CSO inspected other nearby Reed vehicles and did not see any other signs of suspicious activity. ",21,31,2022,21.5166666666667,"Incident"
"220020","2022 01 22","1505","Evidence of Drug Use","28 West",2022-01-22 15:05:00,"Notes: A CSO on a vehicle inspection encountered what appeared to be a used hypodermic syringe lying in the bushes directly in front of the vehicle. The CSO used the proper equipment to safely dispose of the syringe. ",15,5,2022,15.0833333333333,"Incident"
"220021","2022 01 23","0202","Evidence of Drug Use","Bragdon Hall",2022-01-23 02:02:00,"Notes: A CSO entering Bragdon residence hall immediately encountered the odor of cannabis in the common area. The CSO was unable to determine the exact source of the odor. ",2,2,2022,2.03333333333333,"Incident"
"220022","2022 01 23","1625","Damage to Property","GCC",2022-01-23 16:25:00,"Notes: A CSO responded to a request to meet with a Reed staff member near the bike racks on the west side of the GCC. The staff member reported that a co-worker had observed two individuals behaving suspiciously at the bike racks and had approached them. The two individuals quickly ran from the area and left in a blue SUV. The co-worker informed the reporting staff member of the incident, who discovered that their bike, which had been secured at that bike rack, had received extensive damage to its frame and one of the tires. The bike lock had also been cut. The CSO stored the bike in the Community Safety bike storage until the staff member could transport it home, as the damage done had rendered it unrideable. ",16,25,2022,16.4166666666667,"Incident"
"220023","2022 01 23","2221","Evidence of Drug Use","Sullivan Hall",2022-01-23 22:21:00,"Notes: A CSO responded to a report of the odor of cannabis in Sullivan Hall. The CSO met with the reporting party who stated that the odor of cannabis had been entering their room off and on for at least a couple of months. The resident had previously reported the odor and had been told that the odor was traveling through the heater from another floor. The CSO inspected the heater and put in a request for this to be looked into further by building services. The CSO did not note any odor of cannabis while speaking with the resident or investigating the possible source. ",22,21,2022,22.35,"Incident"
"220005","2022 01 12","0051","Damage to Property","West Lot",2022-01-12 00:51:00,"Notes: A CSO responded to a request for vehicle assistance in the West Lot. Upon arrival the CSO met with the vehicle owner, a Reed employee, who stated that they had heard unusual noises upon starting the vehicle. The employee checked beneath their vehicle and observed that cuts had been made to the pipes leading to their catalytic converter, but that the catalytic converter was still in place. The CSO completed a report and returned to their patrol duties.",0,51,2022,0.85,"Incident"
"220006","2022 01 13","0910","No Contact Order","Campus",2022-01-13 09:10:00,"Notes: At the request of the Title IX Coordinator, a No Contact Order was put in place.",9,10,2022,9.16666666666667,"Incident"
"220007","2022 01 13","1537","Graffiti","Eliot Circle",2022-01-13 15:37:00,"Notes: A CSO on patrol encountered new graffiti on a metal box to the southeast of Eliot Hall. Building Services has been contacted for clean up.",15,37,2022,15.6166666666667,"Incident"
"220008","2022 01 14","0028","Information Only","Campus",2022-01-14 00:28:00,"Notes: A CSO on patrol encountered an unauthorized vehicle driving on the sidewalk south of Eliot Hall. When the CSO attempted to make contact with the driver by flashing their flashlight at the ground, the driver accelerated the vehicle and drove past the CSO, coming within inches of striking the CSO with the vehicle. A member of the Reed custodial staff, who also witnessed the vehicle driving on the path, caught the driver’s attention. The driver stopped momentarily, then drove off of campus after briefly speaking with the staff member. The CSO again encountered the vehicle approximately two hours later while on vehicle patrol. The vehicle appeared to be headed toward the West Lot so the CSO followed at a safe distance. The vehicle’s driver performed a U-turn after noting that the CSO was following them. The CSO continued to follow the vehicle, which performed a second U-turn then left the Reed campus area at a high rate of speed. The vehicle was not sighted again.",0,28,2022,0.466666666666667,"Incident"
"220009","2022 01 14","1254","Information Only","Campus",2022-01-14 12:54:00,"Notes: Staff reported concerns related to a Judicial Board Hearing. No action was required.",12,54,2022,12.9,"Incident"
"220010","2022 01 15","0028","Unattended Alcohol or Drugs","Student Union",2022-01-15 00:28:00,"Notes: CSOs responded to a report of unattended alcohol in the Student Union. Upon arrival, the CSOs noted multiple unattended and unsecured kegs containing alcohol. Beer Nation was contacted and came to secure the kegs. ",0,28,2022,0.466666666666667,"Incident"
"220011","2022 01 15","1626","Graffiti","Front Lawn",2022-01-15 16:26:00,"Notes: A CSO on patrol encountered new graffiti on three of the red lounge chairs located on the Front Lawn. Building Services was contacted for clean up.",16,26,2022,16.4333333333333,"Incident"
"220001","2022 01 03","1513","Damage to Property","Naito Hall",2022-01-03 15:13:00,"Notes: A CSO on patrol encountered a damaged “EXIT” sign in the north hallway of the Naito hall first floor common room. Building Services has been contacted for repairs. ",15,13,2022,15.2166666666667,"Incident"
"220002","2022 01 03","2338","Medical Assist - Other","Residence Hall",2022-01-03 23:38:00,"Notes: A CSO responded to a request for medical assistance for a student. The CSO spoke with the student regarding a course of action and the student was appreciative.",23,38,2022,23.6333333333333,"Incident"
"220003","2022 01 04","1324","Medical Assist - Other","Residence Hall",2022-01-04 13:24:00,"Notes: A CSO on patrol encountered a student who reported that a fellow student was possibly experiencing medical distress. The CSO met with the reporting student and their fellow student and recommended a course of action.",13,24,2022,13.4,"Incident"
